instrument,sex,hand,id,bin_edge,value
gitarre,m,left,1,4,183.5
gitarre,m,left,1,5,185.0
gitarre,m,left,1,6,187.0
gitarre,m,left,1,7,189.5
gitarre,m,left,1,8,194.0
gitarre,m,left,1,9,197.0
gitarre,m,left,2,1,81.0
gitarre,m,left,2,2,82.5
gitarre,m,left,2,3,83.5
gitarre,m,left,2,4,85.5
gitarre,m,left,2,5,87.5
gitarre,m,left,2,6,88.0
gitarre,m,left,2,7,88.0
gitarre,m,left,2,8,88.0
gitarre,m,left,2,9,90.0
gitarre,m,left,3,1,0.43
gitarre,m,left,3,2,0.46
gitarre,m,left,3,3,0.47
gitarre,m,left,3,4,0.47
gitarre,m,left,3,5,0.47
gitarre,m,left,3,6,0.47
gitarre,m,left,3,7,0.47
gitarre,m,left,3,8,0.47
gitarre,m,left,3,9,0.48
gitarre,m,left,4,1,55.0
gitarre,m,left,4,2,56.0
gitarre,m,left,4,3,56.5
gitarre,m,left,4,4,57.5
gitarre,m,left,4,5,58.5
gitarre,m,left,4,6,59.5
gitarre,m,left,4,7,60.5
gitarre,m,left,4,8,61.5
gitarre,m,left,4,9,62.5
gitarre,m,left,5,1,84.0
gitarre,m,left,5,2,88.0
gitarre,m,left,5,3,90.0
gitarre,m,left,5,4,91.0
gitarre,m,left,5,5,93.0
gitarre,m,left,5,6,94.5
gitarre,m,left,5,7,95.5
gitarre,m,left,5,8,96.5
gitarre,m,left,5,9,97.5
gitarre,m,left,6,1,89.0
gitarre,m,left,6,2,91.0
gitarre,m,left,6,3,92.0
gitarre,m,left,6,4,92.0
gitarre,m,left,6,5,93.0
gitarre,m,left,6,6,94.0
gitarre,m,left,6,7,95.5
gitarre,m,left,6,8,97.5
gitarre,m,left,6,9,99.0
gitarre,m,left,7,1,0.92
gitarre,m,left,7,2,0.96
gitarre,m,left,7,3,0.97
gitarre,m,left,7,4,0.98
gitarre,m,left,7,5,0.98
gitarre,m,left,7,6,0.99
gitarre,m,left,7,7,1.01
gitarre,m,left,7,8,1.02
gitarre,m,left,7,9,1.02
gitarre,m,left,24,1,68.0
gitarre,m,left,24,2,69.0
gitarre,m,left,24,3,70.5
gitarre,m,left,24,4,71.0
gitarre,m,left,24,5,73.0
gitarre,m,left,24,6,75.5
gitarre,m,left,24,7,76.0
gitarre,m,left,24,8,77.0
gitarre,m,left,24,9,81.5
gitarre,m,left,27,1,34.0
gitarre,m,left,27,2,37.0
gitarre,m,left,27,3,38.0
gitarre,m,left,27,4,38.5
gitarre,m,left,27,5,39.0
gitarre,m,left,27,6,40.5
gitarre,m,left,27,7,42.5
gitarre,m,left,27,8,44.5
gitarre,m,left,27,9,48.0
gitarre,m,left,28,1,52.0
gitarre,m,left,28,2,52.0
gitarre,m,left,28,3,52.0
gitarre,m,left,28,4,52.0
gitarre,m,left,28,5,52.0
gitarre,m,left,28,6,52.0
gitarre,m,left,28,7,52.0
gitarre,m,left,28,8,52.0
gitarre,m,left,28,9,52.0
gitarre,m,left,29,1,150.4
gitarre,m,left,29,2,153.4
gitarre,m,left,29,3,160.2
gitarre,m,left,29,4,165.5
gitarre,m,left,29,5,170.0
gitarre,m,left,29,6,174.5
gitarre,m,left,29,7,185.4
gitarre,m,left,29,8,188.7
gitarre,m,left,29,9,235.8
gitarre,m,left,30,1,175.8
gitarre,m,left,30,2,181.2
gitarre,m,left,30,3,185.2
gitarre,m,left,30,4,190.8
gitarre,m,left,30,5,198.0
gitarre,m,left,30,6,200.7
gitarre,m,left,30,7,201.8
gitarre,m,left,30,8,210.4
gitarre,m,left,30,9,218.2
gitarre,m,left,31,1,183.0
gitarre,m,left,31,2,188.7
gitarre,m,left,31,3,198.0
gitarre,m,left,31,4,210.3
gitarre,m,left,31,5,213.0
gitarre,m,left,31,6,213.9
gitarre,m,left,31,7,216.4
gitarre,m,left,31,8,226.1
gitarre,m,left,31,9,232.4
gitarre,m,left,32,1,198.2
gitarre,m,left,32,2,203.6
gitarre,m,left,32,3,208.8
gitarre,m,left,32,4,224.2
gitarre,m,left,32,5,226.0
gitarre,m,left,32,6,227.8
gitarre,m,left,32,7,229.6
gitarre,m,left,32,8,231.4
gitarre,m,left,32,9,233.8
gitarre,m,left,33,1,71.6
gitarre,m,left,33,2,77.3
gitarre,m,left,33,3,78.8
gitarre,m,left,33,4,82.1
gitarre,m,left,33,5,83.0
gitarre,m,left,33,6,88.4
gitarre,m,left,33,7,99.4
gitarre,m,left,33,8,104.8
gitarre,m,left,33,9,106.6
gitarre,m,left,34,1,54.2
gitarre,m,left,34,2,57.8
gitarre,m,left,34,3,63.4
gitarre,m,left,34,4,69.1
gitarre,m,left,34,5,70.0
gitarre,m,left,34,6,78.1
gitarre,m,left,34,7,79.0
gitarre,m,left,34,8,86.7
gitarre,m,left,34,9,97.8
gitarre,m,left,35,1,81.8
gitarre,m,left,35,2,83.6
gitarre,m,left,35,3,85.4
gitarre,m,left,35,4,87.4
gitarre,m,left,35,5,91.0
gitarre,m,left,35,6,94.6
gitarre,m,left,35,7,96.6
gitarre,m,left,35,8,104.0
gitarre,m,left,35,9,109.4
gitarre,m,left,36,1,109.2
gitarre,m,left,36,2,111.3
gitarre,m,left,36,3,112.0
gitarre,m,left,36,4,112.7
gitarre,m,left,36,5,119.0
gitarre,m,left,36,6,119.9
gitarre,m,left,36,7,120.8
gitarre,m,left,36,8,128.7
gitarre,m,left,36,9,142.8
gitarre,m,left,37,1,122.2
gitarre,m,left,37,2,124.3
gitarre,m,left,37,3,125.2
gitarre,m,left,37,4,126.2
gitarre,m,left,37,5,128.0
gitarre,m,left,37,6,138.8
gitarre,m,left,37,7,143.2
gitarre,m,left,37,8,149.6
gitarre,m,left,37,9,154.4
gitarre,m,left,38,1,149.0
gitarre,m,left,38,2,158.0
gitarre,m,left,38,3,165.2
gitarre,m,left,38,4,166.1
gitarre,m,left,38,5,167.0
gitarre,m,left,38,6,171.5
gitarre,m,left,38,7,176.8
gitarre,m,left,38,8,179.4
gitarre,m,left,38,9,191.4
gitarre,m,left,39,1,44.5
gitarre,m,left,39,2,54.0
gitarre,m,left,39,3,58.0
gitarre,m,left,39,4,62.5
gitarre,m,left,39,5,64.0
gitarre,m,left,39,6,64.0
gitarre,m,left,39,7,66.5
gitarre,m,left,39,8,69.0
gitarre,m,left,39,9,78.5
gitarre,m,left,40,1,26.5
gitarre,m,left,40,2,29.5
gitarre,m,left,40,3,31.5
gitarre,m,left,40,4,32.0
gitarre,m,left,40,5,33.0
gitarre,m,left,40,6,35.0
gitarre,m,left,40,7,36.0
gitarre,m,left,40,8,36.5
gitarre,m,left,40,9,37.5
gitarre,m,left,41,1,23.0
gitarre,m,left,41,2,26.5
gitarre,m,left,41,3,27.5
gitarre,m,left,41,4,28.5
gitarre,m,left,41,5,29.0
gitarre,m,left,41,6,31.0
gitarre,m,left,41,7,33.5
gitarre,m,left,41,8,34.5
gitarre,m,left,41,9,37.5
gitarre,m,left,42,1,55.5
gitarre,m,left,42,2,58.5
gitarre,m,left,42,3,60.0
gitarre,m,left,42,4,60.0
gitarre,m,left,42,5,61.0
gitarre,m,left,42,6,63.0
gitarre,m,left,42,7,65.0
gitarre,m,left,42,8,68.5
gitarre,m,left,42,9,73.5
gitarre,m,left,43,1,78.0
gitarre,m,left,43,2,83.5
gitarre,m,left,43,3,84.5
gitarre,m,left,43,4,85.0
gitarre,m,left,43,5,88.5
gitarre,m,left,43,6,93.0
gitarre,m,left,43,7,96.0
gitarre,m,left,43,8,98.5
gitarre,m,left,43,9,102.0
gitarre,m,left,44,1,68.0
gitarre,m,left,44,2,70.5
gitarre,m,left,44,3,71.0
gitarre,m,left,44,4,72.5
gitarre,m,left,44,5,75.5
gitarre,m,left,44,6,78.5
gitarre,m,left,44,7,81.0
gitarre,m,left,44,8,82.0
gitarre,m,left,44,9,82.5
gitarre,m,left,45,1,153.0
gitarre,m,left,45,2,155.0
gitarre,m,left,45,3,156.0
gitarre,m,left,45,4,160.5
gitarre,m,left,45,5,164.5
gitarre,m,left,45,6,169.5
gitarre,m,left,45,7,174.5
gitarre,m,left,45,8,175.5
gitarre,m,left,45,9,179.0
gitarre,m,left,46,1,62.5
gitarre,m,left,46,2,68.5
gitarre,m,left,46,3,72.5
gitarre,m,left,46,4,78.5
gitarre,m,left,46,5,85.0
gitarre,m,left,46,6,90.5
gitarre,m,left,46,7,94.5
gitarre,m,left,46,8,96.0
gitarre,m,left,46,9,96.0
gitarre,m,left,47,1,20.5
gitarre,m,left,47,2,25.0
gitarre,m,left,47,3,31.0
gitarre,m,left,47,4,42.5
gitarre,m,left,47,5,59.0
gitarre,m,left,47,6,68.0
gitarre,m,left,47,7,73.0
gitarre,m,left,47,8,78.5
gitarre,m,left,47,9,84.0
gitarre,m,left,48,1,60.0
gitarre,m,left,48,2,67.5
gitarre,m,left,48,3,75.0
gitarre,m,left,48,4,76.5
gitarre,m,left,48,5,83.0
gitarre,m,left,48,6,91.5
gitarre,m,left,48,7,95.5
gitarre,m,left,48,8,98.0
gitarre,m,left,48,9,100.5
gitarre,m,left,49,1,76.5
gitarre,m,left,49,2,80.5
gitarre,m,left,49,3,84.0
gitarre,m,left,49,4,86.5
gitarre,m,left,49,5,91.0
gitarre,m,left,49,6,97.0
gitarre,m,left,49,7,100.0
gitarre,m,left,49,8,103.0
gitarre,m,left,49,9,108.5
gitarre,m,left,50,1,86.5
gitarre,m,left,50,2,89.0
gitarre,m,left,50,3,90.5
gitarre,m,left,50,4,93.5
gitarre,m,left,50,5,99.0
gitarre,m,left,50,6,103.0
gitarre,m,left,50,7,103.5
gitarre,m,left,50,8,109.0
gitarre,m,left,50,9,116.5
gitarre,m,left,51,1,34.4
gitarre,m,left,51,2,38.9
gitarre,m,left,51,3,48.8
gitarre,m,left,51,4,53.2
gitarre,m,left,51,5,64.0
gitarre,m,left,51,6,68.5
gitarre,m,left,51,7,74.6
gitarre,m,left,51,8,78.1
gitarre,m,left,51,9,79.6
gitarre,m,left,52,1,9.0
gitarre,m,left,52,2,12.3
gitarre,m,left,52,3,13.2
gitarre,m,left,52,4,14.4
gitarre,m,left,52,5,18.0
gitarre,m,left,52,6,19.8
gitarre,m,left,52,7,36.8
gitarre,m,left,52,8,59.2
gitarre,m,left,52,9,67.0
gitarre,m,left,53,1,34.8
gitarre,m,left,53,2,38.7
gitarre,m,left,53,3,46.4
gitarre,m,left,53,4,53.2
gitarre,m,left,53,5,64.0
gitarre,m,left,53,6,69.4
gitarre,m,left,53,7,71.6
gitarre,m,left,53,8,72.0
gitarre,m,left,53,9,77.4
gitarre,m,left,54,1,58.4
gitarre,m,left,54,2,60.8
gitarre,m,left,54,3,65.8
gitarre,m,left,54,4,69.5
gitarre,m,left,54,5,74.0
gitarre,m,left,54,6,74.0
gitarre,m,left,54,7,80.4
gitarre,m,left,54,8,83.4
gitarre,m,left,54,9,85.2
gitarre,m,left,55,1,72.4
gitarre,m,left,55,2,73.3
gitarre,m,left,55,3,75.4
gitarre,m,left,55,4,81.1
gitarre,m,left,55,5,82.0
gitarre,m,left,55,6,84.7
gitarre,m,left,55,7,88.2
gitarre,m,left,55,8,90.4
gitarre,m,left,55,9,93.4
gitarre,m,left,61,1,23.5
gitarre,m,left,61,2,28.0
gitarre,m,left,61,3,31.5
gitarre,m,left,61,4,38.0
gitarre,m,left,61,5,43.5
gitarre,m,left,61,6,45.5
gitarre,m,left,61,7,47.5
gitarre,m,left,61,8,50.0
gitarre,m,left,61,9,57.0
gitarre,m,left,63,1,13.0
gitarre,m,left,63,2,14.5
gitarre,m,left,63,3,15.5
gitarre,m,left,63,4,19.5
gitarre,m,left,63,5,25.0
gitarre,m,left,63,6,29.5
gitarre,m,left,63,7,32.0
gitarre,m,left,63,8,32.5
gitarre,m,left,63,9,37.5
gitarre,m,left,64,1,25.0
gitarre,m,left,64,2,29.5
gitarre,m,left,64,3,34.0
gitarre,m,left,64,4,40.0
gitarre,m,left,64,5,44.5
gitarre,m,left,64,6,46.0
gitarre,m,left,64,7,48.0
gitarre,m,left,64,8,51.0
gitarre,m,left,64,9,58.0
gitarre,m,left,81,1,51.5
gitarre,m,left,81,2,56.5
gitarre,m,left,81,3,62.0
gitarre,m,left,81,4,64.5
gitarre,m,left,81,5,65.0
gitarre,m,left,81,6,66.0
gitarre,m,left,81,7,67.5
gitarre,m,left,81,8,69.0
gitarre,m,left,81,9,71.0
gitarre,m,left,82,1,75.5
gitarre,m,left,82,2,80.5
gitarre,m,left,82,3,86.0
gitarre,m,left,82,4,87.5
gitarre,m,left,82,5,89.0
gitarre,m,left,82,6,91.5
gitarre,m,left,82,7,97.0
gitarre,m,left,82,8,102.5
gitarre,m,left,82,9,107.0
gitarre,m,left,83,1,71.5
gitarre,m,left,83,2,77.0
gitarre,m,left,83,3,81.0
gitarre,m,left,83,4,84.0
gitarre,m,left,83,5,86.5
gitarre,m,left,83,6,89.0
gitarre,m,left,83,7,94.5
gitarre,m,left,83,8,99.0
gitarre,m,left,83,9,104.0
gitarre,m,left,84,1,86.0
gitarre,m,left,84,2,91.0
gitarre,m,left,84,3,96.5
gitarre,m,left,84,4,98.0
gitarre,m,left,84,5,101.5
gitarre,m,left,84,6,105.5
gitarre,m,left,84,7,109.0
gitarre,m,left,84,8,112.0
gitarre,m,left,84,9,118.0
gitarre,m,left,85,1,32.0
gitarre,m,left,85,2,33.0
gitarre,m,left,85,3,33.5
gitarre,m,left,85,4,34.5
gitarre,m,left,85,5,36.0
gitarre,m,left,85,6,41.5
gitarre,m,left,85,7,47.0
gitarre,m,left,85,8,50.5
gitarre,m,left,85,9,53.0
gitarre,m,left,86,1,21.0
gitarre,m,left,86,2,23.0
gitarre,m,left,86,3,24.5
gitarre,m,left,86,4,26.0
gitarre,m,left,86,5,27.0
gitarre,m,left,86,6,32.0
gitarre,m,left,86,7,37.0
gitarre,m,left,86,8,38.5
gitarre,m,left,86,9,39.5
gitarre,m,left,87,1,39.0
gitarre,m,left,87,2,40.5
gitarre,m,left,87,3,41.5
gitarre,m,left,87,4,42.0
gitarre,m,left,87,5,43.0
gitarre,m,left,87,6,44.5
gitarre,m,left,87,7,48.5
gitarre,m,left,87,8,52.5
gitarre,m,left,87,9,55.0
gitarre,m,left,88,1,39.0
gitarre,m,left,88,2,41.0
gitarre,m,left,88,3,43.0
gitarre,m,left,88,4,43.0
gitarre,m,left,88,5,44.0
gitarre,m,left,88,6,51.0
gitarre,m,left,88,7,58.5
gitarre,m,left,88,8,61.0
gitarre,m,left,88,9,66.5
gitarre,m,left,89,1,45.0
gitarre,m,left,89,2,47.0
gitarre,m,left,89,3,48.5
gitarre,m,left,89,4,50.5
gitarre,m,left,89,5,54.0
gitarre,m,left,89,6,56.5
gitarre,m,left,89,7,60.5
gitarre,m,left,89,8,68.0
gitarre,m,left,89,9,73.5
gitarre,m,left,90,1,55.0
gitarre,m,left,90,2,55.5
gitarre,m,left,90,3,56.5
gitarre,m,left,90,4,57.5
gitarre,m,left,90,5,59.5
gitarre,m,left,90,6,65.0
gitarre,m,left,90,7,70.5
gitarre,m,left,90,8,76.0
gitarre,m,left,90,9,83.0
gitarre,m,left,91,1,20.0
gitarre,m,left,91,2,21.5
gitarre,m,left,91,3,22.5
gitarre,m,left,91,4,23.0
gitarre,m,left,91,5,24.5
gitarre,m,left,91,6,26.5
gitarre,m,left,91,7,29.5
gitarre,m,left,91,8,32.5
gitarre,m,left,91,9,34.0
gitarre,m,left,92,1,10.0
gitarre,m,left,92,2,12.5
gitarre,m,left,92,3,15.0
gitarre,m,left,92,4,17.5
gitarre,m,left,92,5,18.5
gitarre,m,left,92,6,19.0
gitarre,m,left,92,7,19.5
gitarre,m,left,92,8,20.5
gitarre,m,left,92,9,24.5
gitarre,m,left,93,1,13.5
gitarre,m,left,93,2,15.5
gitarre,m,left,93,3,17.0
gitarre,m,left,93,4,17.5
gitarre,m,left,93,5,18.5
gitarre,m,left,93,6,19.0
gitarre,m,left,93,7,19.5
gitarre,m,left,93,8,20.5
gitarre,m,left,93,9,21.5
gitarre,m,left,94,1,22.5
gitarre,m,left,94,2,23.0
gitarre,m,left,94,3,23.0
gitarre,m,left,94,4,24.0
gitarre,m,left,94,5,25.0
gitarre,m,left,94,6,27.0
gitarre,m,left,94,7,31.0
gitarre,m,left,94,8,33.5
gitarre,m,left,94,9,36.0
gitarre,m,left,95,1,16.5
gitarre,m,left,95,2,18.5
gitarre,m,left,95,3,20.0
gitarre,m,left,95,4,20.5
gitarre,m,left,95,5,22.5
gitarre,m,left,95,6,25.5
gitarre,m,left,95,7,28.5
gitarre,m,left,95,8,30.0
gitarre,m,left,95,9,33.0
gitarre,m,left,96,1,32.0
gitarre,m,left,96,2,32.5
gitarre,m,left,96,3,34.5
gitarre,m,left,96,4,36.0
gitarre,m,left,96,5,36.5
gitarre,m,left,96,6,38.0
gitarre,m,left,96,7,42.0
gitarre,m,left,96,8,46.0
gitarre,m,left,96,9,49.0
gitarre,m,right,1,1,175.6
gitarre,m,right,1,2,178.3
gitarre,m,right,1,3,180.0
gitarre,m,right,1,4,184.0
gitarre,m,right,1,5,184.0
gitarre,m,right,1,6,184.0
gitarre,m,right,1,7,189.6
gitarre,m,right,1,8,191.7
gitarre,m,right,1,9,193.2
gitarre,m,right,2,1,81.4
gitarre,m,right,2,2,82.3
gitarre,m,right,2,3,83.8
gitarre,m,right,2,4,87.0
gitarre,m,right,2,5,87.0
gitarre,m,right,2,6,87.9
gitarre,m,right,2,7,88.8
gitarre,m,right,2,8,89.0
gitarre,m,right,2,9,89.6
gitarre,m,right,3,1,0.44
gitarre,m,right,3,2,0.46
gitarre,m,right,3,3,0.47
gitarre,m,right,3,4,0.47
gitarre,m,right,3,5,0.47
gitarre,m,right,3,6,0.47
gitarre,m,right,3,7,0.47
gitarre,m,right,3,8,0.48
gitarre,m,right,3,9,0.49
gitarre,m,right,4,1,54.2
gitarre,m,right,4,2,56.0
gitarre,m,right,4,3,56.0
gitarre,m,right,4,4,56.2
gitarre,m,right,4,5,58.0
gitarre,m,right,4,6,58.9
gitarre,m,right,4,7,59.0
gitarre,m,right,4,8,60.4
gitarre,m,right,4,9,61.0
gitarre,m,right,5,1,85.0
gitarre,m,right,5,2,88.9
gitarre,m,right,5,3,91.4
gitarre,m,right,5,4,93.0
gitarre,m,right,5,5,93.0
gitarre,m,right,5,6,95.7
gitarre,m,right,5,7,96.8
gitarre,m,right,5,8,97.0
gitarre,m,right,5,9,97.6
gitarre,m,right,6,1,87.0
gitarre,m,right,6,2,88.2
gitarre,m,right,6,3,91.0
gitarre,m,right,6,4,91.1
gitarre,m,right,6,5,92.0
gitarre,m,right,6,6,92.0
gitarre,m,right,6,7,94.4
gitarre,m,right,6,8,95.0
gitarre,m,right,6,9,95.6
gitarre,m,right,7,1,0.93
gitarre,m,right,7,2,0.98
gitarre,m,right,7,3,1.0
gitarre,m,right,7,4,1.01
gitarre,m,right,7,5,1.02
gitarre,m,right,7,6,1.02
gitarre,m,right,7,7,1.03
gitarre,m,right,7,8,1.04
gitarre,m,right,7,9,1.09
gitarre,m,right,24,1,66.4
gitarre,m,right,24,2,67.6
gitarre,m,right,24,3,69.4
gitarre,m,right,24,4,71.1
gitarre,m,right,24,5,72.0
gitarre,m,right,24,6,74.7
gitarre,m,right,24,7,75.8
gitarre,m,right,24,8,76.7
gitarre,m,right,24,9,77.6
gitarre,m,right,27,1,34.0
gitarre,m,right,27,2,34.9
gitarre,m,right,27,3,37.6
gitarre,m,right,27,4,40.2
gitarre,m,right,27,5,42.0
gitarre,m,right,27,6,42.9
gitarre,m,right,27,7,43.0
gitarre,m,right,27,8,43.7
gitarre,m,right,27,9,49.4
gitarre,m,right,28,1,62.0
gitarre,m,right,28,2,62.0
gitarre,m,right,28,3,62.0
gitarre,m,right,28,4,62.0
gitarre,m,right,28,5,62.0
gitarre,m,right,28,6,62.0
gitarre,m,right,28,7,62.0
gitarre,m,right,28,8,62.0
gitarre,m,right,28,9,62.0
gitarre,m,right,29,1,148.6
gitarre,m,right,29,2,156.1
gitarre,m,right,29,3,162.4
gitarre,m,right,29,4,168.5
gitarre,m,right,29,5,173.0
gitarre,m,right,29,6,174.8
gitarre,m,right,29,7,179.0
gitarre,m,right,29,8,181.4
gitarre,m,right,29,9,183.8
gitarre,m,right,30,1,168.6
gitarre,m,right,30,2,177.3
gitarre,m,right,30,3,187.2
gitarre,m,right,30,4,196.7
gitarre,m,right,30,5,203.0
gitarre,m,right,30,6,203.0
gitarre,m,right,30,7,205.4
gitarre,m,right,30,8,213.0
gitarre,m,right,30,9,216.6
gitarre,m,right,31,1,177.8
gitarre,m,right,31,2,191.6
gitarre,m,right,31,3,207.0
gitarre,m,right,31,4,207.7
gitarre,m,right,31,5,214.0
gitarre,m,right,31,6,214.9
gitarre,m,right,31,7,219.8
gitarre,m,right,31,8,226.6
gitarre,m,right,31,9,232.0
gitarre,m,right,32,1,198.2
gitarre,m,right,32,2,205.7
gitarre,m,right,32,3,212.8
gitarre,m,right,32,4,216.4
gitarre,m,right,32,5,220.0
gitarre,m,right,32,6,224.5
gitarre,m,right,32,7,226.6
gitarre,m,right,32,8,229.1
gitarre,m,right,32,9,232.4
gitarre,m,right,33,1,70.4
gitarre,m,right,33,2,71.6
gitarre,m,right,33,3,74.4
gitarre,m,right,33,4,80.1
gitarre,m,right,33,5,81.0
gitarre,m,right,33,6,82.8
gitarre,m,right,33,7,83.8
gitarre,m,right,33,8,93.1
gitarre,m,right,33,9,98.8
gitarre,m,right,34,1,58.0
gitarre,m,right,34,2,59.2
gitarre,m,right,34,3,62.4
gitarre,m,right,34,4,64.3
gitarre,m,right,34,5,67.0
gitarre,m,right,34,6,75.1
gitarre,m,right,34,7,81.6
gitarre,m,right,34,8,89.3
gitarre,m,right,34,9,95.0
gitarre,m,right,35,1,66.6
gitarre,m,right,35,2,70.8
gitarre,m,right,35,3,75.6
gitarre,m,right,35,4,78.7
gitarre,m,right,35,5,85.0
gitarre,m,right,35,6,89.5
gitarre,m,right,35,7,92.4
gitarre,m,right,35,8,97.2
gitarre,m,right,35,9,99.6
gitarre,m,right,36,1,97.8
gitarre,m,right,36,2,100.8
gitarre,m,right,36,3,105.2
gitarre,m,right,36,4,106.9
gitarre,m,right,36,5,115.0
gitarre,m,right,36,6,115.9
gitarre,m,right,36,7,116.8
gitarre,m,right,36,8,128.9
gitarre,m,right,36,9,134.6
gitarre,m,right,37,1,116.2
gitarre,m,right,37,2,118.0
gitarre,m,right,37,3,119.2
gitarre,m,right,37,4,124.2
gitarre,m,right,37,5,126.0
gitarre,m,right,37,6,126.0
gitarre,m,right,37,7,131.6
gitarre,m,right,37,8,137.9
gitarre,m,right,37,9,141.2
gitarre,m,right,38,1,145.8
gitarre,m,right,38,2,148.5
gitarre,m,right,38,3,152.0
gitarre,m,right,38,4,152.5
gitarre,m,right,38,5,157.0
gitarre,m,right,38,6,159.7
gitarre,m,right,38,7,166.4
gitarre,m,right,38,8,168.7
gitarre,m,right,38,9,173.2
gitarre,m,right,39,1,37.8
gitarre,m,right,39,2,54.0
gitarre,m,right,39,3,54.2
gitarre,m,right,39,4,55.1
gitarre,m,right,39,5,56.0
gitarre,m,right,39,6,58.7
gitarre,m,right,39,7,59.0
gitarre,m,right,39,8,73.0
gitarre,m,right,39,9,80.8
gitarre,m,right,40,1,29.4
gitarre,m,right,40,2,30.3
gitarre,m,right,40,3,31.4
gitarre,m,right,40,4,33.0
gitarre,m,right,40,5,33.0
gitarre,m,right,40,6,34.8
gitarre,m,right,40,7,35.8
gitarre,m,right,40,8,38.8
gitarre,m,right,40,9,41.8
gitarre,m,right,41,1,22.4
gitarre,m,right,41,2,26.0
gitarre,m,right,41,3,26.0
gitarre,m,right,41,4,26.4
gitarre,m,right,41,5,30.0
gitarre,m,right,41,6,30.0
gitarre,m,right,41,7,32.4
gitarre,m,right,41,8,37.9
gitarre,m,right,41,9,41.2
gitarre,m,right,42,1,56.6
gitarre,m,right,42,2,59.0
gitarre,m,right,42,3,59.0
gitarre,m,right,42,4,59.2
gitarre,m,right,42,5,61.0
gitarre,m,right,42,6,61.9
gitarre,m,right,42,7,68.4
gitarre,m,right,42,8,74.2
gitarre,m,right,42,9,79.6
gitarre,m,right,43,1,66.7
gitarre,m,right,43,2,73.0
gitarre,m,right,43,3,73.0
gitarre,m,right,43,4,79.3
gitarre,m,right,43,5,83.0
gitarre,m,right,43,6,84.9
gitarre,m,right,43,7,87.1
gitarre,m,right,43,8,87.9
gitarre,m,right,43,9,92.9
gitarre,m,right,44,1,61.0
gitarre,m,right,44,2,68.8
gitarre,m,right,44,3,75.2
gitarre,m,right,44,4,76.7
gitarre,m,right,44,5,77.0
gitarre,m,right,44,6,78.8
gitarre,m,right,44,7,83.5
gitarre,m,right,44,8,87.5
gitarre,m,right,44,9,88.7
gitarre,m,right,45,1,140.3
gitarre,m,right,45,2,142.2
gitarre,m,right,45,3,151.8
gitarre,m,right,45,4,155.1
gitarre,m,right,45,5,158.5
gitarre,m,right,45,6,161.9
gitarre,m,right,45,7,164.7
gitarre,m,right,45,8,170.3
gitarre,m,right,45,9,174.5
gitarre,m,right,46,1,35.6
gitarre,m,right,46,2,39.8
gitarre,m,right,46,3,62.2
gitarre,m,right,46,4,70.6
gitarre,m,right,46,5,75.0
gitarre,m,right,46,6,79.7
gitarre,m,right,46,7,86.5
gitarre,m,right,46,8,90.5
gitarre,m,right,46,9,97.3
gitarre,m,right,47,1,7.3
gitarre,m,right,47,2,8.7
gitarre,m,right,47,3,14.3
gitarre,m,right,47,4,21.3
gitarre,m,right,47,5,24.5
gitarre,m,right,47,6,28.6
gitarre,m,right,47,7,37.6
gitarre,m,right,47,8,42.4
gitarre,m,right,47,9,64.7
gitarre,m,right,48,1,36.9
gitarre,m,right,48,2,41.6
gitarre,m,right,48,3,62.4
gitarre,m,right,48,4,70.6
gitarre,m,right,48,5,77.0
gitarre,m,right,48,6,81.6
gitarre,m,right,48,7,83.6
gitarre,m,right,48,8,88.4
gitarre,m,right,48,9,95.3
gitarre,m,right,49,1,58.0
gitarre,m,right,49,2,66.2
gitarre,m,right,49,3,75.8
gitarre,m,right,49,4,83.3
gitarre,m,right,49,5,87.5
gitarre,m,right,49,6,89.6
gitarre,m,right,49,7,91.8
gitarre,m,right,49,8,98.2
gitarre,m,right,49,9,101.8
gitarre,m,right,50,1,78.3
gitarre,m,right,50,2,79.4
gitarre,m,right,50,3,82.6
gitarre,m,right,50,4,87.9
gitarre,m,right,50,5,91.5
gitarre,m,right,50,6,94.2
gitarre,m,right,50,7,98.2
gitarre,m,right,50,8,107.8
gitarre,m,right,50,9,110.4
gitarre,m,right,51,1,47.9
gitarre,m,right,51,2,50.4
gitarre,m,right,51,3,53.6
gitarre,m,right,51,4,58.2
gitarre,m,right,51,5,61.0
gitarre,m,right,51,6,67.1
gitarre,m,right,51,7,79.3
gitarre,m,right,51,8,81.7
gitarre,m,right,51,9,87.6
gitarre,m,right,52,1,22.0
gitarre,m,right,52,2,22.2
gitarre,m,right,52,3,23.8
gitarre,m,right,52,4,26.1
gitarre,m,right,52,5,28.0
gitarre,m,right,52,6,32.3
gitarre,m,right,52,7,43.4
gitarre,m,right,52,8,70.6
gitarre,m,right,52,9,75.4
gitarre,m,right,53,1,47.9
gitarre,m,right,53,2,50.6
gitarre,m,right,53,3,55.4
gitarre,m,right,53,4,57.4
gitarre,m,right,53,5,60.0
gitarre,m,right,53,6,65.6
gitarre,m,right,53,7,74.8
gitarre,m,right,53,8,81.2
gitarre,m,right,53,9,86.9
gitarre,m,right,54,1,62.1
gitarre,m,right,54,2,67.3
gitarre,m,right,54,3,69.7
gitarre,m,right,54,4,71.4
gitarre,m,right,54,5,76.5
gitarre,m,right,54,6,81.6
