instrument,sex,hand,id,bin_edge,value
egitarre,w,left,92,1,24.0
egitarre,w,left,92,2,24.0
egitarre,w,left,92,3,24.0
egitarre,w,left,92,4,24.0
egitarre,w,left,92,5,24.0
egitarre,w,left,92,6,24.0
egitarre,w,left,92,7,24.0
egitarre,w,left,92,8,24.0
egitarre,w,left,92,9,24.0
egitarre,w,left,93,1,23.0
egitarre,w,left,93,2,23.0
egitarre,w,left,93,3,23.0
egitarre,w,left,93,4,23.0
egitarre,w,left,93,5,23.0
egitarre,w,left,93,6,23.0
egitarre,w,left,93,7,23.0
egitarre,w,left,93,8,23.0
egitarre,w,left,93,9,23.0
egitarre,w,left,94,1,29.0
egitarre,w,left,94,2,29.0
egitarre,w,left,94,3,29.0
egitarre,w,left,94,4,29.0
egitarre,w,left,94,5,29.0
egitarre,w,left,94,6,29.0
egitarre,w,left,94,7,29.0
egitarre,w,left,94,8,29.0
egitarre,w,left,94,9,29.0
egitarre,w,left,95,1,29.0
egitarre,w,left,95,2,29.0
egitarre,w,left,95,3,29.0
egitarre,w,left,95,4,29.0
egitarre,w,left,95,5,29.0
egitarre,w,left,95,6,29.0
egitarre,w,left,95,7,29.0
egitarre,w,left,95,8,29.0
egitarre,w,left,95,9,29.0
egitarre,w,left,96,1,36.0
egitarre,w,left,96,2,36.0
egitarre,w,left,96,3,36.0
egitarre,w,left,96,4,36.0
egitarre,w,left,96,5,36.0
egitarre,w,left,96,6,36.0
egitarre,w,left,96,7,36.0
egitarre,w,left,96,8,36.0
egitarre,w,left,96,9,36.0
egitarre,w,right,1,1,190.0
egitarre,w,right,1,2,190.0
egitarre,w,right,1,3,190.0
egitarre,w,right,1,4,190.0
egitarre,w,right,1,5,190.0
egitarre,w,right,1,6,190.0
egitarre,w,right,1,7,190.0
egitarre,w,right,1,8,190.0
egitarre,w,right,1,9,190.0
egitarre,w,right,2,1,86.0
egitarre,w,right,2,2,86.0
egitarre,w,right,2,3,86.0
egitarre,w,right,2,4,86.0
egitarre,w,right,2,5,86.0
egitarre,w,right,2,6,86.0
egitarre,w,right,2,7,86.0
egitarre,w,right,2,8,86.0
egitarre,w,right,2,9,86.0
egitarre,w,right,3,1,0.45
egitarre,w,right,3,2,0.45
egitarre,w,right,3,3,0.45
egitarre,w,right,3,4,0.45
egitarre,w,right,3,5,0.45
egitarre,w,right,3,6,0.45
egitarre,w,right,3,7,0.45
egitarre,w,right,3,8,0.45
egitarre,w,right,3,9,0.45
egitarre,w,right,4,1,56.0
egitarre,w,right,4,2,56.0
egitarre,w,right,4,3,56.0
egitarre,w,right,4,4,56.0
egitarre,w,right,4,5,56.0
egitarre,w,right,4,6,56.0
egitarre,w,right,4,7,56.0
egitarre,w,right,4,8,56.0
egitarre,w,right,4,9,56.0
egitarre,w,right,5,1,91.0
egitarre,w,right,5,2,91.0
egitarre,w,right,5,3,91.0
egitarre,w,right,5,4,91.0
egitarre,w,right,5,5,91.0
egitarre,w,right,5,6,91.0
egitarre,w,right,5,7,91.0
egitarre,w,right,5,8,91.0
egitarre,w,right,5,9,91.0
egitarre,w,right,6,1,98.0
egitarre,w,right,6,2,98.0
egitarre,w,right,6,3,98.0
egitarre,w,right,6,4,98.0
egitarre,w,right,6,5,98.0
egitarre,w,right,6,6,98.0
egitarre,w,right,6,7,98.0
egitarre,w,right,6,8,98.0
egitarre,w,right,6,9,98.0
egitarre,w,right,7,1,0.93
egitarre,w,right,7,2,0.93
egitarre,w,right,7,3,0.93
egitarre,w,right,7,4,0.93
egitarre,w,right,7,5,0.93
egitarre,w,right,7,6,0.93
egitarre,w,right,7,7,0.93
egitarre,w,right,7,8,0.93
egitarre,w,right,7,9,0.93
egitarre,w,right,24,1,83.0
egitarre,w,right,24,2,83.0
egitarre,w,right,24,3,83.0
egitarre,w,right,24,4,83.0
egitarre,w,right,24,5,83.0
egitarre,w,right,24,6,83.0
egitarre,w,right,24,7,83.0
egitarre,w,right,24,8,83.0
egitarre,w,right,24,9,83.0
egitarre,w,right,27,1,42.0
egitarre,w,right,27,2,42.0
egitarre,w,right,27,3,42.0
egitarre,w,right,27,4,42.0
egitarre,w,right,27,5,42.0
egitarre,w,right,27,6,42.0
egitarre,w,right,27,7,42.0
egitarre,w,right,27,8,42.0
egitarre,w,right,27,9,42.0
egitarre,w,right,28,1,59.0
egitarre,w,right,28,2,59.0
egitarre,w,right,28,3,59.0
egitarre,w,right,28,4,59.0
egitarre,w,right,28,5,59.0
egitarre,w,right,28,6,59.0
egitarre,w,right,28,7,59.0
egitarre,w,right,28,8,59.0
egitarre,w,right,28,9,59.0
egitarre,w,right,29,1,200.0
egitarre,w,right,29,2,200.0
egitarre,w,right,29,3,200.0
egitarre,w,right,29,4,200.0
egitarre,w,right,29,5,200.0
egitarre,w,right,29,6,200.0
egitarre,w,right,29,7,200.0
egitarre,w,right,29,8,200.0
egitarre,w,right,29,9,200.0
egitarre,w,right,30,1,237.0
egitarre,w,right,30,2,237.0
egitarre,w,right,30,3,237.0
egitarre,w,right,30,4,237.0
egitarre,w,right,30,5,237.0
egitarre,w,right,30,6,237.0
egitarre,w,right,30,7,237.0
egitarre,w,right,30,8,237.0
egitarre,w,right,30,9,237.0
egitarre,w,right,31,1,245.0
egitarre,w,right,31,2,245.0
egitarre,w,right,31,3,245.0
egitarre,w,right,31,4,245.0
egitarre,w,right,31,5,245.0
egitarre,w,right,31,6,245.0
egitarre,w,right,31,7,245.0
egitarre,w,right,31,8,245.0
egitarre,w,right,31,9,245.0
egitarre,w,right,32,1,242.0
egitarre,w,right,32,2,242.0
egitarre,w,right,32,3,242.0
egitarre,w,right,32,4,242.0
egitarre,w,right,32,5,242.0
egitarre,w,right,32,6,242.0
egitarre,w,right,32,7,242.0
egitarre,w,right,32,8,242.0
egitarre,w,right,32,9,242.0
egitarre,w,right,33,1,99.0
egitarre,w,right,33,2,99.0
egitarre,w,right,33,3,99.0
egitarre,w,right,33,4,99.0
egitarre,w,right,33,5,99.0
egitarre,w,right,33,6,99.0
egitarre,w,right,33,7,99.0
egitarre,w,right,33,8,99.0
egitarre,w,right,33,9,99.0
egitarre,w,right,34,1,97.0
egitarre,w,right,34,2,97.0
egitarre,w,right,34,3,97.0
egitarre,w,right,34,4,97.0
egitarre,w,right,34,5,97.0
egitarre,w,right,34,6,97.0
egitarre,w,right,34,7,97.0
egitarre,w,right,34,8,97.0
egitarre,w,right,34,9,97.0
egitarre,w,right,35,1,99.0
egitarre,w,right,35,2,99.0
egitarre,w,right,35,3,99.0
egitarre,w,right,35,4,99.0
egitarre,w,right,35,5,99.0
egitarre,w,right,35,6,99.0
egitarre,w,right,35,7,99.0
egitarre,w,right,35,8,99.0
egitarre,w,right,35,9,99.0
egitarre,w,right,36,1,135.0
egitarre,w,right,36,2,135.0
egitarre,w,right,36,3,135.0
egitarre,w,right,36,4,135.0
egitarre,w,right,36,5,135.0
egitarre,w,right,36,6,135.0
egitarre,w,right,36,7,135.0
egitarre,w,right,36,8,135.0
egitarre,w,right,36,9,135.0
egitarre,w,right,37,1,154.0
egitarre,w,right,37,2,154.0
egitarre,w,right,37,3,154.0
egitarre,w,right,37,4,154.0
egitarre,w,right,37,5,154.0
egitarre,w,right,37,6,154.0
egitarre,w,right,37,7,154.0
egitarre,w,right,37,8,154.0
egitarre,w,right,37,9,154.0
egitarre,w,right,38,1,178.0
egitarre,w,right,38,2,178.0
egitarre,w,right,38,3,178.0
egitarre,w,right,38,4,178.0
egitarre,w,right,38,5,178.0
egitarre,w,right,38,6,178.0
egitarre,w,right,38,7,178.0
egitarre,w,right,38,8,178.0
egitarre,w,right,38,9,178.0
egitarre,w,right,39,1,56.0
egitarre,w,right,39,2,56.0
egitarre,w,right,39,3,56.0
egitarre,w,right,39,4,56.0
egitarre,w,right,39,5,56.0
egitarre,w,right,39,6,56.0
egitarre,w,right,39,7,56.0
egitarre,w,right,39,8,56.0
egitarre,w,right,39,9,56.0
egitarre,w,right,40,1,38.0
egitarre,w,right,40,2,38.0
egitarre,w,right,40,3,38.0
egitarre,w,right,40,4,38.0
egitarre,w,right,40,5,38.0
egitarre,w,right,40,6,38.0
egitarre,w,right,40,7,38.0
egitarre,w,right,40,8,38.0
egitarre,w,right,40,9,38.0
egitarre,w,right,41,1,26.0
egitarre,w,right,41,2,26.0
egitarre,w,right,41,3,26.0
egitarre,w,right,41,4,26.0
egitarre,w,right,41,5,26.0
egitarre,w,right,41,6,26.0
egitarre,w,right,41,7,26.0
egitarre,w,right,41,8,26.0
egitarre,w,right,41,9,26.0
egitarre,w,right,42,1,64.0
egitarre,w,right,42,2,64.0
egitarre,w,right,42,3,64.0
egitarre,w,right,42,4,64.0
egitarre,w,right,42,5,64.0
egitarre,w,right,42,6,64.0
egitarre,w,right,42,7,64.0
egitarre,w,right,42,8,64.0
egitarre,w,right,42,9,64.0
egitarre,w,right,43,1,94.0
egitarre,w,right,43,2,94.0
egitarre,w,right,43,3,94.0
egitarre,w,right,43,4,94.0
egitarre,w,right,43,5,94.0
egitarre,w,right,43,6,94.0
egitarre,w,right,43,7,94.0
egitarre,w,right,43,8,94.0
egitarre,w,right,43,9,94.0
egitarre,w,right,44,1,81.0
egitarre,w,right,44,2,81.0
egitarre,w,right,44,3,81.0
egitarre,w,right,44,4,81.0
egitarre,w,right,44,5,81.0
egitarre,w,right,44,6,81.0
egitarre,w,right,44,7,81.0
egitarre,w,right,44,8,81.0
egitarre,w,right,44,9,81.0
egitarre,w,right,45,1,175.0
egitarre,w,right,45,2,175.0
egitarre,w,right,45,3,175.0
egitarre,w,right,45,4,175.0
egitarre,w,right,45,5,175.0
egitarre,w,right,45,6,175.0
egitarre,w,right,45,7,175.0
egitarre,w,right,45,8,175.0
egitarre,w,right,45,9,175.0
egitarre,w,right,46,1,84.0
egitarre,w,right,46,2,84.0
egitarre,w,right,46,3,84.0
egitarre,w,right,46,4,84.0
egitarre,w,right,46,5,84.0
egitarre,w,right,46,6,84.0
egitarre,w,right,46,7,84.0
egitarre,w,right,46,8,84.0
egitarre,w,right,46,9,84.0
egitarre,w,right,47,1,51.0
egitarre,w,right,47,2,51.0
egitarre,w,right,47,3,51.0
egitarre,w,right,47,4,51.0
egitarre,w,right,47,5,51.0
egitarre,w,right,47,6,51.0
egitarre,w,right,47,7,51.0
egitarre,w,right,47,8,51.0
egitarre,w,right,47,9,51.0
egitarre,w,right,48,1,84.0
egitarre,w,right,48,2,84.0
egitarre,w,right,48,3,84.0
egitarre,w,right,48,4,84.0
egitarre,w,right,48,5,84.0
egitarre,w,right,48,6,84.0
egitarre,w,right,48,7,84.0
egitarre,w,right,48,8,84.0
egitarre,w,right,48,9,84.0
egitarre,w,right,49,1,93.0
egitarre,w,right,49,2,93.0
egitarre,w,right,49,3,93.0
egitarre,w,right,49,4,93.0
egitarre,w,right,49,5,93.0
egitarre,w,right,49,6,93.0
egitarre,w,right,49,7,93.0
egitarre,w,right,49,8,93.0
egitarre,w,right,49,9,93.0
egitarre,w,right,50,1,98.0
egitarre,w,right,50,2,98.0
egitarre,w,right,50,3,98.0
egitarre,w,right,50,4,98.0
egitarre,w,right,50,5,98.0
egitarre,w,right,50,6,98.0
egitarre,w,right,50,7,98.0
egitarre,w,right,50,8,98.0
egitarre,w,right,50,9,98.0
egitarre,w,right,51,1,63.0
egitarre,w,right,51,2,63.0
egitarre,w,right,51,3,63.0
egitarre,w,right,51,4,63.0
egitarre,w,right,51,5,63.0
egitarre,w,right,51,6,63.0
egitarre,w,right,51,7,63.0
egitarre,w,right,51,8,63.0
egitarre,w,right,51,9,63.0
egitarre,w,right,52,1,40.0
egitarre,w,right,52,2,40.0
egitarre,w,right,52,3,40.0
egitarre,w,right,52,4,40.0
egitarre,w,right,52,5,40.0
egitarre,w,right,52,6,40.0
egitarre,w,right,52,7,40.0
egitarre,w,right,52,8,40.0
egitarre,w,right,52,9,40.0
egitarre,w,right,53,1,64.0
egitarre,w,right,53,2,64.0
egitarre,w,right,53,3,64.0
egitarre,w,right,53,4,64.0
egitarre,w,right,53,5,64.0
egitarre,w,right,53,6,64.0
egitarre,w,right,53,7,64.0
egitarre,w,right,53,8,64.0
egitarre,w,right,53,9,64.0
egitarre,w,right,54,1,73.0
egitarre,w,right,54,2,73.0
egitarre,w,right,54,3,73.0
egitarre,w,right,54,4,73.0
egitarre,w,right,54,5,73.0
egitarre,w,right,54,6,73.0
egitarre,w,right,54,7,73.0
egitarre,w,right,54,8,73.0
egitarre,w,right,54,9,73.0
egitarre,w,right,55,1,79.0
egitarre,w,right,55,2,79.0
egitarre,w,right,55,3,79.0
egitarre,w,right,55,4,79.0
egitarre,w,right,55,5,79.0
egitarre,w,right,55,6,79.0
egitarre,w,right,55,7,79.0
egitarre,w,right,55,8,79.0
egitarre,w,right,55,9,79.0
egitarre,w,right,61,1,53.0
egitarre,w,right,61,2,53.0
egitarre,w,right,61,3,53.0
egitarre,w,right,61,4,53.0
egitarre,w,right,61,5,53.0
egitarre,w,right,61,6,53.0
egitarre,w,right,61,7,53.0
egitarre,w,right,61,8,53.0
egitarre,w,right,61,9,53.0
egitarre,w,right,63,1,18.0
egitarre,w,right,63,2,18.0
egitarre,w,right,63,3,18.0
egitarre,w,right,63,4,18.0
egitarre,w,right,63,5,18.0
egitarre,w,right,63,6,18.0
egitarre,w,right,63,7,18.0
egitarre,w,right,63,8,18.0
egitarre,w,right,63,9,18.0
egitarre,w,right,64,1,54.0
egitarre,w,right,64,2,54.0
egitarre,w,right,64,3,54.0
egitarre,w,right,64,4,54.0
egitarre,w,right,64,5,54.0
egitarre,w,right,64,6,54.0
egitarre,w,right,64,7,54.0
egitarre,w,right,64,8,54.0
egitarre,w,right,64,9,54.0
egitarre,w,right,81,1,79.0
egitarre,w,right,81,2,79.0
egitarre,w,right,81,3,79.0
egitarre,w,right,81,4,79.0
egitarre,w,right,81,5,79.0
egitarre,w,right,81,6,79.0
egitarre,w,right,81,7,79.0
egitarre,w,right,81,8,79.0
egitarre,w,right,81,9,79.0
egitarre,w,right,82,1,108.0
egitarre,w,right,82,2,108.0
egitarre,w,right,82,3,108.0
egitarre,w,right,82,4,108.0
egitarre,w,right,82,5,108.0
egitarre,w,right,82,6,108.0
egitarre,w,right,82,7,108.0
egitarre,w,right,82,8,108.0
egitarre,w,right,82,9,108.0
egitarre,w,right,83,1,108.0
egitarre,w,right,83,2,108.0
egitarre,w,right,83,3,108.0
egitarre,w,right,83,4,108.0
egitarre,w,right,83,5,108.0
egitarre,w,right,83,6,108.0
egitarre,w,right,83,7,108.0
egitarre,w,right,83,8,108.0
egitarre,w,right,83,9,108.0
egitarre,w,right,84,1,115.0
egitarre,w,right,84,2,115.0
egitarre,w,right,84,3,115.0
egitarre,w,right,84,4,115.0
egitarre,w,right,84,5,115.0
egitarre,w,right,84,6,115.0
egitarre,w,right,84,7,115.0
egitarre,w,right,84,8,115.0
egitarre,w,right,84,9,115.0
egitarre,w,right,85,1,46.0
egitarre,w,right,85,2,46.0
egitarre,w,right,85,3,46.0
egitarre,w,right,85,4,46.0
egitarre,w,right,85,5,46.0
egitarre,w,right,85,6,46.0
egitarre,w,right,85,7,46.0
egitarre,w,right,85,8,46.0
egitarre,w,right,85,9,46.0
egitarre,w,right,86,1,40.0
egitarre,w,right,86,2,40.0
egitarre,w,right,86,3,40.0
egitarre,w,right,86,4,40.0
egitarre,w,right,86,5,40.0
egitarre,w,right,86,6,40.0
egitarre,w,right,86,7,40.0
egitarre,w,right,86,8,40.0
egitarre,w,right,86,9,40.0
egitarre,w,right,87,1,47.0
egitarre,w,right,87,2,47.0
egitarre,w,right,87,3,47.0
egitarre,w,right,87,4,47.0
egitarre,w,right,87,5,47.0
egitarre,w,right,87,6,47.0
egitarre,w,right,87,7,47.0
egitarre,w,right,87,8,47.0
egitarre,w,right,87,9,47.0
egitarre,w,right,88,1,55.0
egitarre,w,right,88,2,55.0
egitarre,w,right,88,3,55.0
egitarre,w,right,88,4,55.0
egitarre,w,right,88,5,55.0
egitarre,w,right,88,6,55.0
egitarre,w,right,88,7,55.0
egitarre,w,right,88,8,55.0
egitarre,w,right,88,9,55.0
egitarre,w,right,89,1,60.0
egitarre,w,right,89,2,60.0
egitarre,w,right,89,3,60.0
egitarre,w,right,89,4,60.0
egitarre,w,right,89,5,60.0
egitarre,w,right,89,6,60.0
egitarre,w,right,89,7,60.0
egitarre,w,right,89,8,60.0
egitarre,w,right,89,9,60.0
egitarre,w,right,90,1,62.0
egitarre,w,right,90,2,62.0
egitarre,w,right,90,3,62.0
egitarre,w,right,90,4,62.0
egitarre,w,right,90,5,62.0
egitarre,w,right,90,6,62.0
egitarre,w,right,90,7,62.0
egitarre,w,right,90,8,62.0
egitarre,w,right,90,9,62.0
egitarre,w,right,91,1,26.0
egitarre,w,right,91,2,26.0
egitarre,w,right,91,3,26.0
egitarre,w,right,91,4,26.0
egitarre,w,right,91,5,26.0
egitarre,w,right,91,6,26.0
egitarre,w,right,91,7,26.0
egitarre,w,right,91,8,26.0
egitarre,w,right,91,9,26.0
egitarre,w,right,92,1,24.0
egitarre,w,right,92,2,24.0
egitarre,w,right,92,3,24.0
egitarre,w,right,92,4,24.0
egitarre,w,right,92,5,24.0
egitarre,w,right,92,6,24.0
egitarre,w,right,92,7,24.0
egitarre,w,right,92,8,24.0
egitarre,w,right,92,9,24.0
egitarre,w,right,93,1,23.0
egitarre,w,right,93,2,23.0
egitarre,w,right,93,3,23.0
egitarre,w,right,93,4,23.0
egitarre,w,right,93,5,23.0
egitarre,w,right,93,6,23.0
egitarre,w,right,93,7,23.0
egitarre,w,right,93,8,23.0
egitarre,w,right,93,9,23.0
egitarre,w,right,94,1,29.0
egitarre,w,right,94,2,29.0
egitarre,w,right,94,3,29.0
egitarre,w,right,94,4,29.0
egitarre,w,right,94,5,29.0
egitarre,w,right,94,6,29.0
egitarre,w,right,94,7,29.0
egitarre,w,right,94,8,29.0
egitarre,w,right,94,9,29.0
egitarre,w,right,95,1,29.0
egitarre,w,right,95,2,29.0
egitarre,w,right,95,3,29.0
egitarre,w,right,95,4,29.0
egitarre,w,right,95,5,29.0
egitarre,w,right,95,6,29.0
egitarre,w,right,95,7,29.0
egitarre,w,right,95,8,29.0
egitarre,w,right,95,9,29.0
egitarre,w,right,96,1,36.0
egitarre,w,right,96,2,36.0
egitarre,w,right,96,3,36.0
egitarre,w,right,96,4,36.0
egitarre,w,right,96,5,36.0
egitarre,w,right,96,6,36.0
egitarre,w,right,96,7,36.0
egitarre,w,right,96,8,36.0
egitarre,w,right,96,9,36.0
gemischt,m,left,1,1,178.0
gemischt,m,left,1,2,181.0
gemischt,m,left,1,3,185.0
gemischt,m,left,1,4,187.0
gemischt,m,left,1,5,190.0
gemischt,m,left,1,6,192.0
gemischt,m,left,1,7,194.0
gemischt,m,left,1,8,197.0
gemischt,m,left,1,9,201.0
gemischt,m,left,2,1,80.0
gemischt,m,left,2,2,81.0
gemischt,m,left,2,3,83.0
gemischt,m,left,2,4,84.0
gemischt,m,left,2,5,85.0
gemischt,m,left,2,6,86.0
gemischt,m,left,2,7,87.0
gemischt,m,left,2,8,89.0
gemischt,m,left,2,9,90.0
gemischt,m,left,3,1,0.42
gemischt,m,left,3,2,0.42
gemischt,m,left,3,3,0.43
gemischt,m,left,3,4,0.44
gemischt,m,left,3,5,0.45
gemischt,m,left,3,6,0.45
gemischt,m,left,3,7,0.46
gemischt,m,left,3,8,0.46
gemischt,m,left,3,9,0.48
gemischt,m,left,4,1,55.0
gemischt,m,left,4,2,56.0
gemischt,m,left,4,3,57.0
gemischt,m,left,4,4,58.0
gemischt,m,left,4,5,59.0
gemischt,m,left,4,6,60.0
gemischt,m,left,4,7,60.0
gemischt,m,left,4,8,61.0
gemischt,m,left,4,9,63.0
gemischt,m,left,24,1,68.0
gemischt,m,left,24,2,70.0
gemischt,m,left,24,3,72.0
gemischt,m,left,24,4,73.0
gemischt,m,left,24,5,75.0
gemischt,m,left,24,6,76.0
gemischt,m,left,24,7,77.0
gemischt,m,left,24,8,79.0
gemischt,m,left,24,9,81.0
gemischt,m,left,27,1,31.0
gemischt,m,left,27,2,34.0
gemischt,m,left,27,3,35.0
gemischt,m,left,27,4,36.0
gemischt,m,left,27,5,37.0
gemischt,m,left,27,6,38.0
gemischt,m,left,27,7,39.0
gemischt,m,left,27,8,41.0
gemischt,m,left,27,9,43.0
gemischt,m,left,29,1,157.0
gemischt,m,left,29,2,166.0
gemischt,m,left,29,3,170.0
gemischt,m,left,29,4,174.0
gemischt,m,left,29,5,178.0
gemischt,m,left,29,6,181.0
gemischt,m,left,29,7,185.0
gemischt,m,left,29,8,190.0
gemischt,m,left,29,9,196.0
gemischt,m,left,30,1,188.0
gemischt,m,left,30,2,194.0
gemischt,m,left,30,3,199.0
gemischt,m,left,30,4,203.0
gemischt,m,left,30,5,207.0
gemischt,m,left,30,6,212.0
gemischt,m,left,30,7,214.0
gemischt,m,left,30,8,218.0
gemischt,m,left,30,9,226.0
gemischt,m,left,31,1,198.0
gemischt,m,left,31,2,204.0
gemischt,m,left,31,3,210.0
gemischt,m,left,31,4,213.0
gemischt,m,left,31,5,217.0
gemischt,m,left,31,6,221.0
gemischt,m,left,31,7,224.0
gemischt,m,left,31,8,229.0
gemischt,m,left,31,9,237.0
gemischt,m,left,32,1,209.0
gemischt,m,left,32,2,215.0
gemischt,m,left,32,3,220.0
gemischt,m,left,32,4,223.0
gemischt,m,left,32,5,226.0
gemischt,m,left,32,6,229.0
gemischt,m,left,32,7,232.0
gemischt,m,left,32,8,237.0
gemischt,m,left,32,9,242.0
gemischt,m,left,33,1,78.0
gemischt,m,left,33,2,83.0
gemischt,m,left,33,3,87.0
gemischt,m,left,33,4,90.0
gemischt,m,left,33,5,95.0
gemischt,m,left,33,6,99.0
gemischt,m,left,33,7,102.0
gemischt,m,left,33,8,106.0
gemischt,m,left,33,9,112.0
gemischt,m,left,34,1,59.0
gemischt,m,left,34,2,65.0
gemischt,m,left,34,3,69.0
gemischt,m,left,34,4,71.0
gemischt,m,left,34,5,75.0
gemischt,m,left,34,6,79.0
gemischt,m,left,34,7,83.0
gemischt,m,left,34,8,87.0
gemischt,m,left,34,9,93.0
gemischt,m,left,35,1,70.0
gemischt,m,left,35,2,76.0
gemischt,m,left,35,3,81.0
gemischt,m,left,35,4,83.0
gemischt,m,left,35,5,87.0
gemischt,m,left,35,6,91.0
gemischt,m,left,35,7,95.0
gemischt,m,left,35,8,100.0
gemischt,m,left,35,9,105.0
gemischt,m,left,36,1,104.0
gemischt,m,left,36,2,111.0
gemischt,m,left,36,3,114.0
gemischt,m,left,36,4,117.0
gemischt,m,left,36,5,120.0
gemischt,m,left,36,6,126.0
gemischt,m,left,36,7,129.0
gemischt,m,left,36,8,136.0
gemischt,m,left,36,9,144.0
gemischt,m,left,37,1,113.0
gemischt,m,left,37,2,119.0
gemischt,m,left,37,3,122.0
gemischt,m,left,37,4,126.0
gemischt,m,left,37,5,130.0
gemischt,m,left,37,6,134.0
gemischt,m,left,37,7,139.0
gemischt,m,left,37,8,144.0
gemischt,m,left,37,9,150.0
gemischt,m,left,38,1,145.0
gemischt,m,left,38,2,152.0
gemischt,m,left,38,3,156.0
gemischt,m,left,38,4,160.0
gemischt,m,left,38,5,163.0
gemischt,m,left,38,6,169.0
gemischt,m,left,38,7,173.0
gemischt,m,left,38,8,178.0
gemischt,m,left,38,9,184.0
gemischt,m,left,39,1,42.0
gemischt,m,left,39,2,49.0
gemischt,m,left,39,3,52.0
gemischt,m,left,39,4,56.0
gemischt,m,left,39,5,59.0
gemischt,m,left,39,6,62.0
gemischt,m,left,39,7,66.0
gemischt,m,left,39,8,70.0
gemischt,m,left,39,9,74.0
gemischt,m,left,40,1,27.0
gemischt,m,left,40,2,30.0
gemischt,m,left,40,3,31.0
gemischt,m,left,40,4,33.0
gemischt,m,left,40,5,35.0
gemischt,m,left,40,6,36.0
gemischt,m,left,40,7,38.0
gemischt,m,left,40,8,40.0
gemischt,m,left,40,9,44.0
gemischt,m,left,41,1,18.0
gemischt,m,left,41,2,20.0
gemischt,m,left,41,3,22.0
gemischt,m,left,41,4,24.0
gemischt,m,left,41,5,25.0
gemischt,m,left,41,6,27.0
gemischt,m,left,41,7,28.0
gemischt,m,left,41,8,31.0
gemischt,m,left,41,9,33.0
gemischt,m,left,43,1,70.0
gemischt,m,left,43,2,75.0
gemischt,m,left,43,3,78.0
gemischt,m,left,43,4,82.0
gemischt,m,left,43,5,85.0
gemischt,m,left,43,6,88.0
gemischt,m,left,43,7,92.0
gemischt,m,left,43,8,95.0
gemischt,m,left,43,9,99.0
gemischt,m,left,44,1,59.0
gemischt,m,left,44,2,65.0
gemischt,m,left,44,3,68.0
gemischt,m,left,44,4,72.0
gemischt,m,left,44,5,74.0
gemischt,m,left,44,6,78.0
gemischt,m,left,44,7,81.0
gemischt,m,left,44,8,85.0
gemischt,m,left,44,9,90.0
gemischt,m,left,46,1,46.0
gemischt,m,left,46,2,60.0
gemischt,m,left,46,3,66.0
gemischt,m,left,46,4,72.0
gemischt,m,left,46,5,76.0
gemischt,m,left,46,6,81.0
gemischt,m,left,46,7,85.0
gemischt,m,left,46,8,90.0
gemischt,m,left,46,9,96.0
gemischt,m,left,47,1,18.0
gemischt,m,left,47,2,23.0
gemischt,m,left,47,3,29.0
gemischt,m,left,47,4,35.0
gemischt,m,left,47,5,43.0
gemischt,m,left,47,6,50.0
gemischt,m,left,47,7,61.0
gemischt,m,left,47,8,76.0
gemischt,m,left,47,9,86.0
gemischt,m,left,49,1,64.0
gemischt,m,left,49,2,73.0
gemischt,m,left,49,3,79.0
gemischt,m,left,49,4,83.0
gemischt,m,left,49,5,86.0
gemischt,m,left,49,6,89.0
gemischt,m,left,49,7,93.0
gemischt,m,left,49,8,98.0
gemischt,m,left,49,9,102.0
gemischt,m,left,50,1,74.0
gemischt,m,left,50,2,82.0
gemischt,m,left,50,3,87.0
gemischt,m,left,50,4,90.0
gemischt,m,left,50,5,94.0
gemischt,m,left,50,6,97.0
gemischt,m,left,50,7,101.0
gemischt,m,left,50,8,105.0
gemischt,m,left,50,9,109.0
gemischt,m,left,51,1,25.0
gemischt,m,left,51,2,33.0
gemischt,m,left,51,3,41.0
gemischt,m,left,51,4,49.0
gemischt,m,left,51,5,56.0
gemischt,m,left,51,6,63.0
gemischt,m,left,51,7,70.0
gemischt,m,left,51,8,77.0
gemischt,m,left,51,9,86.0
gemischt,m,left,52,1,7.0
gemischt,m,left,52,2,10.0
gemischt,m,left,52,3,15.0
gemischt,m,left,52,4,18.0
gemischt,m,left,52,5,21.0
gemischt,m,left,52,6,25.0
gemischt,m,left,52,7,30.0
gemischt,m,left,52,8,40.0
gemischt,m,left,52,9,64.0
gemischt,m,left,54,1,47.0
gemischt,m,left,54,2,57.0
gemischt,m,left,54,3,64.0
gemischt,m,left,54,4,69.0
gemischt,m,left,54,5,73.0
gemischt,m,left,54,6,77.0
gemischt,m,left,54,7,82.0
gemischt,m,left,54,8,88.0
gemischt,m,left,54,9,96.0
gemischt,m,left,55,1,63.0
gemischt,m,left,55,2,70.0
gemischt,m,left,55,3,75.0
gemischt,m,left,55,4,80.0
gemischt,m,left,55,5,83.0
gemischt,m,left,55,6,88.0
gemischt,m,left,55,7,92.0
gemischt,m,left,55,8,96.0
gemischt,m,left,55,9,104.0
gemischt,m,left,61,1,19.0
gemischt,m,left,61,2,25.0
gemischt,m,left,61,3,29.0
gemischt,m,left,61,4,32.0
gemischt,m,left,61,5,35.0
gemischt,m,left,61,6,38.0
gemischt,m,left,61,7,42.0
gemischt,m,left,61,8,47.0
gemischt,m,left,61,9,52.0
gemischt,m,left,63,1,5.0
gemischt,m,left,63,2,9.0
gemischt,m,left,63,3,13.0
